0,7.2426,29.627,34.284,66.811,90.74,110.02,135.41,132.37,160.41,146.17,115.2,139.71,135.05,126.74,131.98,125.81,131.54,147.1,109.4,99.497,112.81,70.598,91.154
7.2426,0,22.385,41.527,74.054,83.497,111.23,142.65,125.12,153.17,138.92,107.95,132.47,127.81,119.5,124.74,118.57,124.3,139.85,102.15,92.255,105.57,63.355,83.912
29.627,22.385,0,21.971,61.669,77.255,104.88,130.27,118.88,146.92,132.68,101.71,126.23,121.57,113.25,118.5,112.33,119.47,135.02,97.326,87.426,100.74,60.77,77.669
34.284,41.527,21.971,0,39.698,64.497,82.912,108.3,108.71,139.92,131.1,100.12,124.64,119.98,111.67,116.91,110.74,117.88,133.44,95.74,85.841,99.154,61.669,76.083
66.811,74.054,61.669,39.698,0,49.77,60.77,68.598,86.569,101.15,114.12,104.81,118.3,128.71,120.4,125.64,124.44,131.58,147.14,109.44,99.539,112.85,94.882,83.397
90.74,83.497,77.255,64.497,49.77,0,41.385,87.941,67.184,98.397,94.054,63.083,88.569,84.355,76.042,81.284,80.083,87.225,102.78,65.083,55.184,68.497,50.527,39.042
110.02,111.23,104.88,82.912,60.77,41.385,0,48.799,25.799,57.012,57.355,44.042,57.527,71.113,65.284,70.527,74.841,91.74,107.3,72.184,64.87,78.184,73.284,31.899
135.41,142.65,130.27,108.3,68.598,87.941,48.799,0,32.071,32.556,45.527,59.042,58.284,69.527,78.426,85.083,100.18,117.91,133.47,107.43,101.77,115.08,110.18,68.799
132.37,125.12,118.88,108.71,86.569,67.184,25.799,32.071,0,34.284,34.627,28.142,32.314,45.899,47.527,54.184,69.284,87.012,102.57,76.527,76.042,88.426,87.184,45.556
160.41,153.17,146.92,139.92,101.15,98.397,57.012,32.556,34.284,0,18.828,46.627,32.414,42.828,55.243,61.071,81.142,98.87,114.43,90.042,97.154,101.94,110.3,69.255
146.17,138.92,132.68,131.1,114.12,94.054,57.355,45.527,34.627,18.828,0,32.385,15.243,24,36.414,42.243,63.971,81.698,97.255,72.87,81.355,84.77,96.054,55.012
115.2,107.95,101.71,100.12,104.81,63.083,44.042,59.042,28.142,46.627,32.385,0,26.899,31.799,30.456,37.113,52.213,69.941,85.497,59.456,55.113,68.426,68.255,26.385
139.71,132.47,126.23,124.64,118.3,88.569,57.527,58.284,32.314,32.414,15.243,26.899,0,21.828,25.314,31.971,48.728,66.456,82.012,57.627,66.113,69.527,82.569,49.527
135.05,127.81,121.57,119.98,128.71,84.355,71.113,69.527,45.899,42.828,24,31.799,21.828,0,12.414,18.243,39.971,57.698,73.255,48.87,57.355,60.77,77.912,46.971
126.74,119.5,113.25,111.67,120.4,76.042,65.284,78.426,47.527,55.243,36.414,30.456,25.314,12.414,0,6.6569,27.556,45.284,60.841,36.456,44.941,48.355,69.598,38.657
131.98,124.74,118.5,116.91,125.64,81.284,70.527,85.083,54.184,61.071,42.243,37.113,31.971,18.243,6.6569,0,26.556,44.284,59.841,37.213,45.698,49.113,73.912,43.899
125.81,118.57,112.33,110.74,124.44,80.083,74.841,100.18,69.284,81.142,63.971,52.213,48.728,39.971,27.556,26.556,0,22.213,37.77,19.728,29.971,33.385,62.77,48.213
131.54,124.3,119.47,117.88,131.58,87.225,91.74,117.91,87.012,98.87,81.698,69.941,66.456,57.698,45.284,44.284,22.213,0,15.556,22.971,33.213,36.627,67.426,62.426
147.1,139.85,135.02,133.44,147.14,102.78,107.3,133.47,102.57,114.43,97.255,85.497,82.012,73.255,60.841,59.841,37.77,15.556,0,38.527,48.77,52.184,82.983,77.983
109.4,102.15,97.326,95.74,109.44,65.083,72.184,107.43,76.527,90.042,72.87,59.456,57.627,48.87,36.456,37.213,19.728,22.971,38.527,0,11.071,14.485,45.284,40.284
99.497,92.255,87.426,85.841,99.539,55.184,64.87,101.77,76.042,97.154,81.355,55.113,66.113,57.355,44.941,45.698,29.971,33.213,48.77,11.071,0,13.899,35.385,32.971
112.81,105.57,100.74,99.154,112.85,68.497,78.184,115.08,88.426,101.94,84.77,68.426,69.527,60.77,48.355,49.113,33.385,36.627,52.184,14.485,13.899,0,44.456,46.284
70.598,63.355,60.77,61.669,94.882,50.527,73.284,110.18,87.184,110.3,96.054,68.255,82.569,77.912,69.598,73.912,62.77,67.426,82.983,45.284,35.385,44.456,0,43.042
91.154,83.912,77.669,76.083,83.397,39.042,31.899,68.799,45.556,69.255,55.012,26.385,49.527,46.971,38.657,43.899,48.213,62.426,77.983,40.284,32.971,46.284,43.042,0
